description,price,rooms,area,location,floor
" ALTINDAĞ - KARAPÜRÇEK MAHALLESİNDE ASANSÖRLÜ, 2+1 SATILIK DAİRE ...",1275000.0,2,100,0,0
 Pınarbaşı Mahallesinde 4+1 Giyinme odalı Daire,3500000.0,4,175,8,6
BEY GROUP'DAN KEÇİÖREN HİSAR'DA 3+1 135 m2 FULL YAPILI MASRAFSIZ ...,2370000.0,3,145,4,2
 ATALAY EMLAKTAN ATAPARKTA MERKEZDE KATTA MASRAFSIZ DAİRE,2589000.0,3,130,4,4
 DOĞANOĞLUN'DAN SİTE İÇERSİNDE ULTRA LÜX 4+1 FIRSAT DAİRELER,5300000.0,4,225,3,1
 SERDAR EMLAK TAN 4 + 1 2. KAT GENİŞ GİYİNME ODALI YAPILI SİTE İÇ...,4490000.0,4,185,7,2
EPA'dan SARAYCIK MH. TOKİ SATILIK 3+1 123m² KATTA MANZARALI,2500000.0,3,123,8,7
EPA'dan SARAYCIK MH. TOKİ BLOKLARI SATILIK 2+1 97m² TAPULU DAİRE,1850000.0,2,97,8,0
EPA'dan SARAYCIK MAH. TOKİ'de SATILIK BOŞ 2+1 KÖŞE DAİRE,2275000.0,2,98,8,3
KIZILCAŞAR MAHALLESİ'NDE SATILIK 1+1 EMSALSİZ DAİRE,3350000.0,1,80,3,0
 YENİKENT KREDİ LİMİTSİZ MERKEZİ KONUMDA ACİL SATILIK ,1870000.0,3,135,8,4
 İNCİRLİ TAM MERKEZ İNCİRLİ LİSESİ YAKIN 3+1 FULL YAPILI BALKONLU,1349000.0,3,115,4,1
 MÇ EMLAKTAN FUL YAPILI 2+1 SATILIK BAHÇE KATI DAİRE,1266000.0,2,95,8,0
 MEHMET ÖZDEMİR 'DEN MENDERES MAH. 3+1 FULL YAPILI ARAKAT DAİRESİ,2750000.0,3,140,8,1
KEÇİÖREN YÜKSELTEPEDE  3+1 KİLERLİ SATILIK DAİRE,2199000.0,3,150,4,1
SİNCAN PİLEVNEDE DAİRE 3+1 FIRSAT DAİRESİ MANTOLAMALİ GÜNEY ,1250000.0,3,130,8,0
 YIL BİTER![İMZA]'DA DAİRE BİTMEZ! ATAPARK'DA CD.DİBİ 3+1Y.GİRİŞ!,1949000.0,3,125,4,0
 14.CADDE_ÜZERİNDE_GENİŞ_120M2_UYGUN_FIRSAT_3+1_DAİRE,2165000.0,3,120,2,2
 GLOBAL YATIRIM A.Ş. --- FIRSAT DAİRESİ - 3+1 -ÖN -ÜSTKAT-BATI CE...,1950000.0,3,120,4,2
 YENİMAHALLE MİRALAY NAZIM BEY SOKAK 4+1 DUBLEKS DAİRE,4230000.0,4,240,9,3
 MENDERES MAHALLESİ MÜKEMMEL KONUM GENİŞ 2+1 SATILIK,1748000.0,2,115,8,1
SİNCAN PINARBAŞI MAH SALON BAGIMSIZ ÖN CEPHE 12 YILLIK DAİRE,1798000.0,3,120,8,3
ÇANKAYA YILDIZEVLER'DE MUHTEŞEM YAPILI 6+2 DUBLEX,8900000.0,6,300,10,3
UNİGUE DE 1+1 EŞYALI TEMİZ EXTRALI,2250000.0,1,70,10,1
 ADA İNNCEK KONUTLARINDA SIFIR 2+1 SATILIK DAİRE,3800000.0,2,110,3,4
SİNCAN PINARBASI MAH 8 YILLIK ÖN 1ARAKAT SALON BAGIMSIZ DAİRE,2089000.0,3,120,8,1
 ANKARA KUŞCAĞIZ GİRİŞ KAT FİYATINA KATTA DAİRE KOMŞUDAN,1989000.0,3,130,4,1
PUSULADAN PINARBAŞI 3+1 BAĞIMSIZ ULTRALÜX ARAKATTA FIRSAT DAİRSİ,1839000.0,3,130,8,2
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN OTOPARKLI LÜKS SİTEDE 3.KAT 4+...,3600000.0,4,190,7,3
SİNCAN AKŞEMSETTİN CADDE ÜZERİNDE FULL YAPILI 3+1 SATILIK DAİRE,1859000.0,3,130,8,4
BAHÇELİEVLERDE  AKDENİZ CADDESİNDE 2+1 2. KATTA ,2900000.0,2,100,10,2
Karapürçek te 2+1 süper daire ,1275000.0,2,90,0,0
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN KAPALI OTOPARKLI LÜKS SİTEDE 1...,4900000.0,4,195,7,12
TURGUT ÖZAL MAH. VERA PARK 2 SİTESİNDE 4+1 170m² SATILIK DAİRE,4499000.0,4,170,9,12
KEÇİÖREN OVACIK LEXUS KULE'DE 285 m² 5+1 HARİKA BİR DAİRE,9550000.0,5,285,4,8
 ETLİK'DE ANA CADDE ÜZERİ MANZARALI BAĞIMSIZ KATTA YAPILI 3+1 DAİ...,2890000.0,3,140,4,3
 KARİYER'DEN A.EĞLENCE GÖBEK 19.000TL KİRACILI SIFIR EŞYALI DAİRE,2380000.0,3,120,4,0
 AYVALI CADDE ÜZERİNDE ÖN CEPHE ULTRA LÜX YAPILI KATTA 3+1 DAİRE!...,3130000.0,3,130,4,1
" ALTINDAĞ, KARAPÜRÇEK ALTIN VADİ EVLERİ 3+1 SATILIK DAİRE",3250000.0,3,180,0,5
 MAMAK BAHÇELERÜSTÜ'NDE ACİL SATILIK YENİ BİNADA İÇİ LÜKS YAPILI ...,2895000.0,4,170,5,4
 YAŞAMKENT RELAX PLUS A BLOK ARA KAT 1+1 BALKONLU SATILIK DAİRE,2950000.0,1,60,10,3
PANORA YAKINI MERKEZİ LOKASYONDA MANZARALI SATILIK 3+1 DAİRE,5800000.0,3,125,10,11
ATLANTİS YANINDA SİTEDE ARAKAT GÜNEY CEPHE SATILIK 3+1 DAİRE,3250000.0,3,145,9,2
PANORA YAKINI MERKEZİ LOKASYONDA MANZARALI SATILIK 3+1 DAİRE,5800000.0,3,125,10,11
ATLANTİS YANINDA SİTEDE ARAKAT GÜNEY CEPHE SATILIK 3+1 DAİRE,3250000.0,3,145,9,2
YÜCETEPE MAH FULL+FULL YAPILI 1+1 ARA KAT SATILIK DAİRE,2750000.0,1,80,10,1
YÜCETEPE MAH FULL+FULL YAPILI 1+1 ARA KAT SATILIK DAİRE,2750000.0,1,80,10,1
YTM EMLAK'TAN AKŞEMSETTİN MAH'DE 3+1 FULL YAPILI YÜKSEK GİRİŞTE,1749000.0,3,130,8,0
YTM EMLAK'TAN AKŞEMSETTİN MAH'DE 3+1 FULL YAPILI YÜKSEK GİRİŞTE,1749000.0,3,130,8,0
**YTM EMLAK'TAN MALAZGİRT MAH'DE 3+1 EBEVEYN BANYOLU ARA KATTA**,2390000.0,3,140,8,2
FIRSATLAR MCK'DAN BAŞLIYORR ! GİRİŞ DAİREİSİ ÖZEL TASARIM!,1849999.0,3,120,4,0
LOKASYONUN EN İYİSİ SİZLERE SUNUYOR MCK' GAYRİMENKUL ' FARKIYLA,1658999.0,3,110,4,1
2024 'GÜZEL BİR EVİM OLSUN İSTEYENLERE MCK GAYRİMENKUL FARKIYLA,2950000.0,3,130,4,3
BATTALGAZİ MAH. BOSTANCIK CADDE YANI 140m² KATTA 3+1 SIFIR DAİRE,2090000.0,3,150,0,2
SBELL'DEN EMEK'TE YENİ BİNADA ARA KATTA ÖN CEPHEDE EBEVEYN BANYOL...,6300000.0,2,110,10,2
SBELL'DEN EMEK'TE YENİ BİNADA 3 BANYOLU 4+1 TERASLI LÜKS SIFIR DU...,7900000.0,4,160,10,3
Eryaman Mahallesinde Satılık 4+1 Ultra Lüks Daire Goldkey den,4990000.0,4,185,2,19
SİTE İÇİNDE YAPILI ..3+1 SATILIK DAİRE,3200000.0,3,130,9,8
Eryaman Mahallesinde Satılık 4+1 Ultra Lüks Daire Goldkey den,4990000.0,4,185,2,19
BİRLİK MAHALLESİ 436.CADDE 2.KAT SATILIK 3+1 KUPON DAİRE........,3050000.0,3,145,10,2
KALEKIŞLADAN YAPILI SATİLIK 4+1 DUBLEKS,2750000.0,4,260,5,4
AŞIKPAŞA CADDESİ ÜSTÜ YENİ BİNADA KAT KONUMUNDA 2++,1595000.0,2,110,4,1
 ONKOLOJİ HASTANESİ YANI  URANKENT'TE SATILIK 2+1 DAİRE,2775000.0,2,90,9,7
 EMEKTE 4+1 130 M ²  SATILIK DAİRE ZAFER EMLAKTAN,3950000.0,4,130,10,0
 RÜYA EMLAKTAN KENTSELİN GÖBEĞİN DE GÜRKAN SOK KATTA 3+1 DAİRE ,2100000.0,3,115,4,3
ZİRAAT MÜHENDİSLERİ SİTESİNDE 3+1 BAKIMLI DAİRE,4300000.0,3,120,10,7
TOPRAK EMLAKTAN ANK KEÇİÖREN AKTEPE MAH DE 2+1 Y.GIRIS DAIRE,1690000.0,2,110,4,0
 RÜYA EMLAKTAN DUTKLUK METROSUNA YAKIN KATTA BAĞIMSIZ 3+1 DAİRE ,1950000.0,3,125,4,3
ATAPARK GÖBEKTE 3+1 KATTA MASRAFSIZ YÜKSEK M2 YİNE KAPUKAYA'DA,2245000.0,3,130,4,1
ATAPARK GÖBEKTE 3+1 KATTA MASRAFSIZ YÜKSEK M2 YİNE KAPUKAYA'DA,2245000.0,3,130,4,1
KUŞCAĞIZ'IN EN GÜZEL 2+1 DAİRESİ,1675000.0,2,120,4,0
AKTEPE YEŞİLTEPE MAH KAT BİR 4+1 ASANSÖRLÜ ÇİF BANYO FUL YAPILI,3350000.0,4,150,4,1
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  2+1 ACIL FIRSAT DAIRESİ  ...,1549000.0,2,100,8,2
  YILMAZ GAYRİMENKULDEN KACIRILMAYACAK  3+1 ACIL FIRSAT DAIRESİ  ...,1259000.0,3,125,8,0
 HAKAN EMLAK'TAN AKŞEMSETTİN MAH. 3+1 GENİŞ YAPILI KUPON DAİRE!!!...,1439000.0,3,135,8,4
 KARAPÜRÇEK'TE SALI PAZARI YAKINI 3+1 130m² SATILIK SIFIR DAİRE,1750000.0,3,140,0,0
ETLİK VETERİNERLİK YANI YÜKSEK GİRİŞ 2+1 ÖN CEPHE FIRSAT DAİRESİ!...,1395000.0,2,115,4,0
AYVALI'DA KENDİNE ÖZEL BAHÇELİ 3+1 AMERİKAN MUTFAK ULTRA LÜX YAPI...,1930000.0,3,120,4,0
ALTINOVADA 3+1 KATTA SIFIR AYARINDA DAİRE ŞAH EMLAK GÜVENCESİYLE,2450000.0,3,150,7,4
"DİKMEN MALAZGİRT MAH,SİNDE KATTA 1+1 YENİ BİNADA SATILIK DAİRE",1900000.0,1,65,10,1
"DİKMEN MALAZGİRT MAH,SİNDE KATTA 1+1 YENİ BİNADA SATILIK DAİRE",1900000.0,1,65,10,1
ARCADİUM KARŞISI MERKEZİ KONUMDA OYAK 6 SİTESİNDE BOŞ DAİRE,5500000.0,3,110,10,3
BOZKIRDAN  YENİ BİNA DA ÖZEL MİMARİ YAPILI ASANSÖZRLÜ MASRAFSIZ S...,2650000.0,3,135,4,3
 EŞİYOK EMLAKTAN KARAKAYA MAHALESİN DE 4+1.KAT.3  FUL+FUL YAPILI ...,2990000.0,4,155,4,4
 ENGİN EMLAK'TAN SATILIK PURSAKLAR MERKEZDE ASANSÖRLÜ 3+1 DAİRE!!,2785000.0,3,125,7,1
 LEVENT'TEN GENÇ BİNADA KEKLİKPINARI'NDA DİKMEN SOSYETE PAZARI YA...,2250000.0,3,110,10,0
 OVACIK'TA LÜX YAPILI UYGUN FİYAT 3+1  SIFIR DAİRE.!,3025000.0,3,135,4,3
 BAHÇELİEVLERDE SATILIK BEŞEVLER YAKINI KAT EKSİKLİ 3+1 ADER'DEN,4650000.0,3,110,10,2
 MARQA'DAN OVACIK MEVKİ KOBLAY YAKINI 4+1 LÜX YAPILI 150m2 DAİRE!,3199000.0,4,155,4,2
 OVACIK'da BULVAR YAKINI GENİŞ ULTRA LÜX SATILIK 4+1 DAİRE !!,5500000.0,4,200,4,5
 MARQA'DAN OVACIK'DA ÇAMBAŞI CAD. SİTE İÇİNDE FULL YAPILI 3+1 !!!,4300000.0,3,150,4,11
 TANER'DEN DİKMEN NAKIŞ SOKAK'TA 3+1 ORTA KAT ÖN CEPHE SÜPER LÜKS,3575000.0,3,120,10,2
 TANER DEN DİKMEN CADDE ÜZERİNDE MANZARALI EMSALSİZ LÜKS KONUT,4550000.0,3,160,10,3
 TANER'DEN SOKULLU CADDESİ PARALELİ 3+1 KOMBİLİ OTOPARKLI GİRİŞ K...,2089000.0,3,110,10,0
 GOLD EMLAKTAN ÖZLEM CADDESİNDE ASANSÖRLÜ KATTA YAPILI YÜKSEK KRE...,2490000.0,3,135,4,1
 NASİP EMLAK'TAN 4+1 SİTE İÇERİSİNDE TERAS BALKONLU HESAPLI FIRSA...,3600000.0,4,180,7,1
 GOLD EMLAKTAN CADDE ÜSTÜ MERKEZİ YERDE KİRACILIĞA SON 3+1 DAİRE,1550000.0,3,125,4,0
 ACİL !! YAYLA MAHALLESİNDE İSTER YATIRIMA İSTER OTURUMA 2+1 100M...,1389000.0,2,110,4,2
YENİKENT MENDERES'DE SİTE İÇERİSİNDE 3+1 SON KAT SATILIK DAİRE ,2350000.0,3,130,8,4
YENİKENT MENDERES DE SON KATTA YOL CEPHELİ 3+1 SON KAT FIRSAT DAİ...,2100000.0,3,130,8,4
 ES-AS'TAN SARAYCIK MH 4+1 E.BANYOLU ASANSÖRLÜ SATILIK DAİRE,3950000.0,4,180,8,9
 LEVENT'TEN DİKMEN HÜRRİYET CADDESİNDE ÇETİNEMEÇ BULVARI YAKINI 2...,2250000.0,2,115,10,0
SİNCAN SARAYCIK MH3+1 ARA KATA BAĞIMSIZ ÖNCEPHE FUL YAPILI DAİRE,2869000.0,3,130,8,1
 Ankara Polatlı Şentepe Mahallesi 4+1 ve 3+1 Satılık Sıfır Dairel...,2750000.0,4,160,6,3
 Ankara Polatlı Kurtuluş Mahallesi Arakat 3+1 Satılık Daire,1850000.0,3,135,6,2
 ^^CADDE EMLAK'TAN GİRİŞ KATTA YAPILI 3+1 SATILIK DAİRE^^,1639000.0,3,120,8,0
 SİNCAN SARAYCIK MAH DE GEL GÖR AL MEGA LÜX YAPILI  0 BİNA ASANSÖ...,3950000.0,4,165,8,9
 KIZILAYIN MERKEZİNDE CADDE ÜZERİNDE 3+1 DAİRE SATIŞTA KAÇIRMAYIN,3850000.0,3,140,10,4
 ANKALİFE'TAN AKTAŞ TOKİDE YATIRIMLIK SATILIK 3+1 DAİRE,1777000.0,3,120,0,5
" ŞEN EVLER SİTESİ'NDE 4+1 BAKIMLI, GENİŞ SATILIK DAİRE",6750000.0,4,220,9,4
 ÜNSAL'DAN | SÜVARİ MAH.'DE | 3+1 | FUL+FUL | ÖN CEPHE | İSKANLI,2295000.0,3,125,2,1
 SR EMLAK'TAN SİNCAN ERTUĞRUL GAZİ MAH'DE 3+1 110m² BAĞIMSIZ YAPI...,2099000.0,3,115,8,0
 SR EMLAK'TAN SİNCAN MAREŞAL ÇAKMAK MAH'DE 3+1 125 m² ÖN CEPHE MA...,1630000.0,3,130,8,0
 SR EMLAK'TAN ANDİÇEN MAH'DE 4+1 220 m² BAĞIMSIZ ÖN CEPHE ULAŞIMA...,2000000.0,4,225,8,4
 ZİYA GÖKALP CADDESİNE YAKIN ARA KATTA 4+1 DAİRE SATIŞTA,3720000.0,4,140,10,2
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 5.KAT 3+1 MANZARALI GUYGUN FİY...,3750000.0,3,165,7,5
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 3+1 1.KAT FATİH MAH. FUL YAPIL...,3050000.0,3,125,7,1
 PURSAKLAR MEHMET ZENGİN EMLAK'TAN 3.KAT 3+1 İÇİ SIFIRTAN YAPILI ...,2225000.0,3,125,7,3
 ROTA GAYRİMENKUL'DEN İSTİLKAK  MAHALLESİ 2+1 SATILIK FIRSAT DAİR...,1550000.0,2,110,6,7
" LEVENT'TEN SİNAN CADDESİNE BİR BİNA MESAFEDE 3+1,120M2 ÖN CEPHE ...",3450000.0,3,120,10,3
ESAT CADDESİNDE MUHTEŞEM KONUMDA SATILIK DAİRE,3350000.0,2,125,10,5
 EMEKTE SATILIK LÜKS 2+1 MİLLİ KÜTÜPHANE YAKINI ADER'DEN,3000000.0,2,70,10,1
POLATLI ZAFERDE 3+1/110MK. DGAZLI ZEMİN KAT DAİRE,730000.0,3,115,6,0
SİNCAN OSMANLI MAH 3.ARAKAT ÖN CEPHE SITE İÇİNDE MASRAFSIZ DAİRE,2229000.0,3,120,8,3
TOPRAK EMLAKTAN ANK KEÇİÖREN ÇALDIRAN MAH DE 3+1 120 M2 DAIRE,1840000.0,3,130,4,3
 NASİP EMLAK'TAN SATILIK 3+1 ÇİFT BALKONLU FULL YAPILI DAİRE,2250000.0,3,130,7,3
 NASİP EMLAK SATILIK 4+1 SİTE İÇERSİNDE TERAS BALKONLU KAPALI GAR...,3250000.0,4,195,7,1
 ÇAĞLAYAN'DA MERKEZİ KONUMLU BAHÇELİ 3+1 YATIRIMLIK DAİRE!,1345000.0,3,125,5,1
SİNCAN MARAŞALÇAKMAK MAH 2.ARAKAT ÖN CEPHE SALON BAGIMSIZ DAİRE,1999000.0,3,120,8,2
312 | YUVAMPARK SİTESİNDE SATILIK SIFIR 4+1 DAİRE,8100000.0,4,210,10,2
312 | TEONA ÜMİTKÖY 'DE SATILIK 4+1 GÜNEY CEPHE DAİRE,13500000.0,4,210,10,23
 SERDAR EMLAK TAN 3 + 1 2. KAT GÜNEY DOĞU CEPHE GENİŞ MASRAFSIZ S...,1750000.0,3,125,7,2
 TIP FAKÜLTESİ CADDE ÜZERİ ASANSÖRLÜ FULL YAPILI DAİRE ,3500000.0,3,150,5,3
 CİHANDAN BARIŞTEPE MAH CADDE ÜZERİNDE 3+1 GENİŞ DAİRE,3650000.0,3,145,9,3
 TEPEBAŞI FOÇA SOK.'DA KATTA 3+1 MASRAFSIZ YATIRIMA UYGUN KAÇMAZ,1879000.0,3,120,4,3
 MESKEN'DEN 23 NİSAN MAH Y.GİRİŞ 3+1 MASRAFSIZ FIRSATT DAİREE ACİ...,1535000.0,3,110,4,0
SİNCAN ATATÜRK MAH 13 YILLIK 135M2 GENİŞ MASRAFSIZ SATILIK DAİRE,2490000.0,3,135,8,3
 ROTA GAYRİMENKUL'DEN ŞEHİTLİK MAHALLESİ 4+1 SATILIK FIRSAT DAİRE,3100000.0,4,200,6,10
YENİMAHALLE ERGAZİ MAHALLESİ ÇİFT BLOKLU SİTEDE 1+1 SATILIK REZİD...,2225000.0,1,55,9,11
 EFSANE'DEN KUŞCAĞIZDA YAPILI  SATILIK DAİRE,2289000.0,3,140,4,3
 MEHTAP'TA OKULLAR CADDESİ ÜZERİNDE 3+1 YÜKSEK GİRİŞ MASRAFSIZ SA...,1650000.0,3,105,5,3
 SYM GAYRİMENKUL'DEN  MAREŞAL ÇAKMAK MAH. ARA KATTA LÜX YAPILI 3+...,2249000.0,3,120,8,2
 AKTAŞ TOKİDE YATIRIMLIK SATILIK 3+1 DAİRE,2250000.0,3,120,0,5
 İnönü Velux Yakını Lüx Yapılı 3+1 Daire,3900000.0,3,120,9,3
 EFSANE'DEN KUŞCAĞIZ'DA FIRSAT DAİRESİ,1990000.0,3,130,4,2
 (750) ÇAVDEMDEN KUŞÇAĞIZDA KAT KONUMUNDA ALTINDA DAİRE OLAN FIRS...,1349000.0,3,120,4,2
⫷CERENÜNLÜ⫸EGE MAH SİTEDE ULTRALÜX 3+1 SATILIK DAİRE,4270000.0,3,155,5,2
 (749) ÇAVDEMDEN KÖŞK MAHALLESİNDE UYGUN FİYATA YAPILI 2+1 BOŞ DA...,1050000.0,2,90,4,1
 RELAX'TAN G.T.S. CAD. ÜZERİ BAĞIMSIZ 3+1 ANKARA MANZARALI FIRSAT,2890000.0,3,130,4,3
YENİMAHALLE YENİBATI BATI YILDIZI KONUTLARINDA 4+1 FULL DONATILI ...,5750000.0,4,190,9,8
 RELAX'TAN Y.AYVALI'DA HER BÜTÇEYE UYGUN SIFIR DAİRELER SİZLERLE!,3099000.0,3,135,4,1
TERAS 4+2 DAİRE,6500000.0,4,300,5,14
SİNCAN ATATÜRK MH2+1 ÖNCEPHE YAPILI EŞYALI MERKEZİ KONUMLU DAİRE,1499000.0,2,110,8,0
 TÖREKENETTE SİTE İÇİ SATILIK ARAKAT 3+1 FIRSAT DAİRESİ,2799000.0,3,155,8,8
 AYVALI SEVAL CADDESİ PARALELİNDE ARA KATTA MERKEZİ KONUMDA SATIL...,2299000.0,3,135,4,1
ACİL SATILIK 3 +1 CADDE CEPHELİ ARAKAT DAİRE ,1690000.0,3,120,8,1
PEKTAŞLAR'DAN BEYAZ SEVENLERE ÖZEL !!! ARA KAT SIFIR 3+1 LÜX DAİR...,3150000.0,3,150,8,4
 KEÇİÖREN KARAKAYADA KATTA PARK KARŞISI ULTRA LÜX SIFIR 3+1 DAİRE,2550000.0,3,135,4,1
 AHİ EVRAN MH.DE 3+1 110M2BAĞIMSIZ ÖN CEPHE YAPILI ULAŞIMA DAİRE,1295000.0,3,115,8,0
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. BALKONLU GENİŞ 2+1 SÜPER İ...,1650000.0,2,130,8,0
 EŞSİZ ŞEHİR MANZARALI ÇİFT MUTFAK & 3 BANYOLU 250m² 4+1 DUBLEKS,4899000.0,4,250,4,4
 MEHMET ÖZDEMİR'DEN MUSTAFA KEMAL MAH. 3+1 EBEVEYN BANYOLU ÇİFT B...,2299000.0,3,145,8,4
 KEÇİÖREN AYVALI' DA SATILIK 3+1 DUBLEKS DAİRE,2550000.0,3,145,4,0
 SİNCAN SELÇUKLU MH. KAT KONUMLU 3+1 GENİŞ YAPILI YÜKSEK GİRİŞ BU...,1249000.0,3,130,8,0
 *EMLAK KÜPÜ* ETİMESGUT YEŞİLOVA MAH'DE ARA KATTA SİTE İÇİNDE ASA...,2750000.0,2,95,2,2
 *EMLAK KÜPÜ* ETİMESGUT AHİ MESUT MAH'DE ARA KATTA KAPALI HAVUZA ...,4550000.0,4,200,2,3
 DİKİMEVİ CEBECİ'DE METROYA ÇOK YAKIN KISMEN YAPILI 3+1 100M2 SAT...,1650000.0,3,100,10,1
 MUTLU MAH. MUTLU CADDESİNE YAKIN FUL YAPILI 2+1 SATILIK DAİRE...,1299999.0,2,100,5,2
 ETLİK SANCAKTEPE GÖBEKTE 3.KAT KONUMUNDA ASANSÖRLÜ MASRAFSIZ 3+1,1749000.0,3,130,4,1
 ATAPARK GÖBEK'DE EŞYALI SATILIK 20BİN KİRACILI YATIRIM FIRSATI!,1449000.0,2,110,4,2
 ÜNSAL'DAN | TOPÇU MAH.'DE | 3.KAT 2+1 | ISI YALITIMLI | İSKANLI,1575000.0,2,100,2,3
 GÜNEŞEVLERDE MÜTEAHHİTTEN ÇİFT ASANSÖRLÜ SİTE DAİRELERİ (YAN YAN...,5350000.0,3,159,0,6
 KOMİSYONSUZ ÜRETİCİDEN 2ASANSÖRLÜ SİTE DAİRELERİ KOMBİLİ EMSALSİ...,4000000.0,3,160,0,1
 ÜMİTKÖY ÇAMLICA VADİ SİTESİNDE SÜPER KONUMDA 3+1 SATILIK DAİRE,5200000.0,3,150,10,4
 *** DİKMEN CADDESİ MANZARA EVLERİ MUHTEŞEM DUBLEKS ***,10865000.0,5,330,10,9
 SEVİLAY EMLAK'TAN OVACIK SİTE İÇERİSİNDE AKILLI BİNA3+1 + KİLER ...,4500000.0,3,200,4,13
 MESKEN'DEN MECİDİYE MERKEZDE 2+1 MASRAFSIZ KAÇIRILMAZ FIRSAT DAİ...,1369000.0,2,110,4,1
 *** ÖVEÇLERDE 5+1 YAPILI MUHTEŞEM DUBLEKS ****,4250000.0,5,250,10,3
 *EMLAK KÜPÜ* ETİMESGUT BAĞLICA MAH'DE 4+1 175m² ARA KATTA FULL Y...,6290000.0,4,190,2,3
 KUZEY EMLAK'TAN PURSAKLAR MERKEZDE CADDE CEPHELİ ORTA KAT DAİRE,2150000.0,3,125,7,2
GENERAL ZEKİ DOĞAN MAH 3+1 110 M2 ARA KATTA YAPILI SATILIK DAİRE ...,1500000.0,3,110,5,1
 Aşağı Eğlence Mestan Sokakta Manzaralı Yapılı 3+1,3550000.0,3,125,4,4
 ÜNSAL'DAN | AYYILDIZ'DA | SÜPER DAİRE | 4.KAT 3+1 165M2 | ÇİFT B...,4075000.0,3,145,2,4
 KUZEY'DEN YAŞAMINIZA TARZ KATACAK PROJE'DE 4+1 SATILIK DAİRE,3990000.0,4,185,7,1
 MEHMET ÖZDEMİR'DEN FEVZİ ÇAKMAK MAH. 3+1 FULL YAPILI ANKASTRELİ ...,2640000.0,3,135,8,1
 ÖNÜNDE YANINDA ESKİ BİNA PARK DİYE ÖNÜ KAPANACAK BİNALARLA YANIL...,3790000.0,3,160,0,3
 MEHTAP MAHALLESİNDE BAĞIMSIZ SALON SATILIK DAİRE ankara manzaral...,1300000.0,3,110,5,2
 ÇARŞI'DAN OVACIK'DA SİTE'DE 4+1 EBEVEYN BANYOLU YÜKSEK KAT FUL Y...,4850000.0,4,200,4,13
 KARİYER'DEN SANCAKTEPE'DE 1.KAT YENİ BİNA ASANSÖRLÜ 3+1 DAİRE!!!,2280000.0,3,120,4,1
 İNCİRLİ KİLYOS SK'TA 2+1 ISI YALITIMLI YERDEN YÜKSEK ÇİFT BALKON,1275000.0,2,105,4,3
 KUŞCAĞIZ'DA CADDE ÜZERİ BAĞIMSIZ ARA KATTA FULL YAPILI 3+1 DAİRE...,1890000.0,3,130,4,2
 ESERTEPE CADDE ÜZERİ ÖN CEPHE 120m2 UYGUN FİYATLI LÜX TASARIMLI ...,1885000.0,3,130,4,0
RW UĞURLU'DAN ÜMİTKÖY MERKEZ'DE BAHAR SİTESİ'NDE SATILIK 3+1,5700000.0,3,145,10,1
 REFİK SAYDAM CAD. YAKINI MERKEZİ KONUM 3+1 FULL YAPILI BALKONLU,1349000.0,3,110,4,1
CB PREMIUM'DAN ÖVEÇLER LİZBON CADDESİ PARALELİ SATILIK 3+1 DAİRE,4750000.0,3,142,10,3
"CB PREMIUM'DAN MASRAFSIZ,KİLERLİ SATILIK LÜX 3,5+1 DAİRE",4790000.0,3,185,9,8
 ATALAY EMLAKTAN CADDE YAKINI MASRAFSIZ DAİRE,1580000.0,2,105,4,2
 KEÇİÖREN YAYLA MAHALLESİNDE CADDE ÜZERİ 2+1 DAİRE,1580000.0,2,105,4,2
 YOK BU FİYATA BÖYLE BİR DAİRE! KANUNİ MAHALLESİNDE 5+1 KUPON DAİ...,1599000.0,5,230,4,0
ÇANKAYA ALACAATLI PARK CADDESİ 240M2 4+1 KAT'TA TEK AKILLI EŞSİZ ...,14500000.0,4,255,10,4
OSMANLI İŞ MERKEZİ YANI GÜNEY CEPHE YATIRIMA UYGUN 3+1 DAİRE,2000000.0,3,135,4,3
UFUKTEPE BAŞKENT CADDESİNDE YENİ BİNADA KİLERLİ FULL YAPILI 3+1 G...,2889000.0,3,150,4,2
acil satılık kelepir daire ,1350000.0,3,115,4,2
BAHÇELİ 1.CADDE ÜZERİNDE  2+1 GİRİŞ ÖN,2650000.0,2,70,10,0
"SATILIK, ATAKULEYE 300 METRE UZAKLIKTA, 2+1, TAKAS OLUR",1920000.0,2,85,10,0
"SATILIK, AYRANCI AHMET MİTHAT EFENDİ SOKAKTA BAHÇE KATI 2+1",1940000.0,2,100,10,0
SİNCAN İSTASYON'DA ARA KAT ÖN CEPHE 3+1 SATILIK DAİRE,1355000.0,3,115,8,1
RELAX'TAN AYVALI CADDESİNDE KAT KONUMUNDA 2+1 FULL YAPILI FIRSAT,1699000.0,2,105,4,1
UYGUN EMLAK'TAN FATİH  MAHALLESİNDE 1. KAT 3+1 FULL YAPILI,2390000.0,3,125,7,2
UYGUN EMLAK'TAN MERKEZ'DE ASANSÖRLÜ 3+1 1.KAT 3+1 120 M²,2785000.0,3,130,7,2
